ExperimentTitle,SampleName,SampleDescription,SequencingDate,FileName,FileLocation
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-057,Needles selected on 2011-08-01 biological replicate 1 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_212_dual12_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-058,Needles selected on 2011-08-01 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_49B_index8_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-058,Needles selected on 2011-08-01 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_49B_index8_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-058,Needles selected on 2011-08-01 biological replicate 2 techical replicate 2,2012-09-07T10:00:00,8_120907_BD191AACXX_49B_index8_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-01-058,Needles selected on 2011-08-01 biological replicate 2 techical replicate 2,2012-09-07T10:00:00,8_120907_BD191AACXX_49B_index8_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-059,Needles selected on 2011-08-08 biological replicate 1 techical replicate 1,2012-08-03T10:00:00,4_120803_AD16GBACXX_50B_index9_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-059,Needles selected on 2011-08-08 biological replicate 1 techical replicate 1,2012-08-03T10:00:00,4_120803_AD16GBACXX_50B_index9_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-059,Needles selected on 2011-08-08 biological replicate 1 techical replicate 2,2012-06-13T10:00:00,4_120613_AC0TMMACXX_50B_index9_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-059,Needles selected on 2011-08-08 biological replicate 1 techical replicate 2,2012-06-13T10:00:00,4_120613_AC0TMMACXX_50B_index9_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-059,Needles selected on 2011-08-08 biological replicate 1 techical replicate 3,2012-11-13T10:00:00,6_121113_AD1H98ACXX_P190_50B_index9_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-059,Needles selected on 2011-08-08 biological replicate 1 techical replicate 3,2012-11-13T10:00:00,6_121113_AD1H98ACXX_P190_50B_index9_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-060,Needles selected on 2011-08-08 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_51B_index10_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-060,Needles selected on 2011-08-08 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_51B_index10_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-060,Needles selected on 2011-08-08 biological replicate 2 techical replicate 2,2012-09-07T10:00:00,8_120907_BD191AACXX_51B_index10_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-060,Needles selected on 2011-08-08 biological replicate 2 techical replicate 2,2012-09-07T10:00:00,8_120907_BD191AACXX_51B_index10_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-061,Needles selected on 2011-08-08 biological replicate 3 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_213F_dual13_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-061,Needles selected on 2011-08-08 biological replicate 3 techical replicate 1,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_213F_dual13_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-061,Needles selected on 2011-08-08 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_213F_dual13_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-08-061,Needles selected on 2011-08-08 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_213F_dual13_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_52B_index11_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_52B_index11_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 2,2012-08-03T10:00:00,4_120803_AD16GBACXX_52B_index11_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 2,2012-08-03T10:00:00,4_120803_AD16GBACXX_52B_index11_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 3,2012-11-13T10:00:00,8_121113_BC1C10ACXX_P190_152B_index11_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 3,2012-11-13T10:00:00,8_121113_BC1C10ACXX_P190_152B_index11_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 4,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_214F_dual14_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 4,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_214F_dual14_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 5,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_214F_dual14_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-062,Needles selected on 2011-08-22 biological replicate 1 techical replicate 5,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_214F_dual14_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 1,2012-08-23T10:00:00,3_120823_AD16FAACXX_53B_index12_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 1,2012-08-23T10:00:00,3_120823_AD16FAACXX_53B_index12_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 2,2012-06-13T10:00:00,4_120613_AC0TMMACXX_53B_index12_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 2,2012-06-13T10:00:00,4_120613_AC0TMMACXX_53B_index12_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 3,2012-09-07T10:00:00,8_120907_BD191AACXX_53B_index12_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 3,2012-09-07T10:00:00,8_120907_BD191AACXX_53B_index12_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 4,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_215F_dual15_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 4,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_215F_dual15_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 5,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_215F_dual15_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-063,Needles selected on 2011-08-22 biological replicate 2 techical replicate 5,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_215F_dual15_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-064,Needles selected on 2011-08-22 biological replicate 3 techical replicate 1,2012-07-04T10:00:00,1_120704_AC0YR3ACXX_54_index13_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-064,Needles selected on 2011-08-22 biological replicate 3 techical replicate 1,2012-07-04T10:00:00,1_120704_AC0YR3ACXX_54_index13_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-064,Needles selected on 2011-08-22 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_216B_dual16_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-064,Needles selected on 2011-08-22 biological replicate 3 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_216B_dual16_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-064,Needles selected on 2011-08-22 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_216B_dual16_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-08-22-064,Needles selected on 2011-08-22 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_216B_dual16_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_55B_index14_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,4_120613_AC0TMMACXX_55B_index14_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 2,2012-07-31T10:00:00,8_120731_BD16FCACXX_55B_index14_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 2,2012-07-31T10:00:00,8_120731_BD16FCACXX_55B_index14_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 3,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_217_dual17_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 3,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_217_dual17_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 4,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_217_dual17_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-065,Needles selected on 2011-09-06 biological replicate 1 techical replicate 4,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_217_dual17_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 1,2012-08-03T10:00:00,5_120803_AD16GBACXX_56_index16_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 1,2012-08-03T10:00:00,5_120803_AD16GBACXX_56_index16_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 2,2012-06-13T10:00:00,4_120613_AC0TMMACXX_56_index16_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 2,2012-06-13T10:00:00,4_120613_AC0TMMACXX_56_index16_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 3,2012-09-07T10:00:00,8_120907_BD191AACXX_56_index16_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 3,2012-09-07T10:00:00,8_120907_BD191AACXX_56_index16_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 4,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_218_dual18_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 4,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_218_dual18_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 5,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_218_dual18_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-066,Needles selected on 2011-09-06 biological replicate 2 techical replicate 5,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_218_dual18_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_57_index18_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_57_index18_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 2,2012-11-13T10:00:00,8_121113_BC1C10ACXX_P190_157_index18_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 2,2012-11-13T10:00:00,8_121113_BC1C10ACXX_P190_157_index18_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_219_dual19_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 3,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_219_dual19_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 4,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_219_dual19_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-06-067,Needles selected on 2011-09-06 biological replicate 3 techical replicate 4,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_219_dual19_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-068,Needles selected on 2011-09-20 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_58_index19_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-068,Needles selected on 2011-09-20 biological replicate 1 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_58_index19_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-068,Needles selected on 2011-09-20 biological replicate 1 techical replicate 2,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_220_dual20_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-068,Needles selected on 2011-09-20 biological replicate 1 techical replicate 2,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_220_dual20_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-068,Needles selected on 2011-09-20 biological replicate 1 techical replicate 3,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_220_dual20_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-068,Needles selected on 2011-09-20 biological replicate 1 techical replicate 3,2013-06-14T10:00:00,2_130614_BH0E9UADXX_P463_220_dual20_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-069,Needles selected on 2011-09-20 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_59_index20_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-069,Needles selected on 2011-09-20 biological replicate 2 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_59_index20_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-069,Needles selected on 2011-09-20 biological replicate 2 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_221F_dual21_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-069,Needles selected on 2011-09-20 biological replicate 2 techical replicate 2,2013-07-17T10:00:00,2_130717_AH0JVPADXX_P463_221F_dual21_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-069,Needles selected on 2011-09-20 biological replicate 2 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_221F_dual21_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-069,Needles selected on 2011-09-20 biological replicate 2 techical replicate 3,2013-07-17T10:00:00,1_130717_AH0JVPADXX_P463_221F_dual21_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-070,Needles selected on 2011-09-20 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_60_index21_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-070,Needles selected on 2011-09-20 biological replicate 3 techical replicate 1,2012-06-13T10:00:00,1_120613_BC0TNNACXX_60_index21_2.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
Overwintering the boreal winter: From seasonal gene expression and photosynthetic responses to acclimation of conifers,2011-09-20-070,Needles selected on 2011-09-20 biological replicate 3 techical replicate 2,2013-06-14T10:00:00,1_130614_BH0E9UADXX_P463_222_dual22_1.fastq.gz,/mnt/picea/projects/spruce/sjansson/seasonal-needles/u2015030/raw_data
